"yyyy-mm-ddTHH:MM:SSZ","OL_250","OL_500","OL_1000","OL_2000","OL_4000","OL_8000","OL_16000"
2022-04-25 12:50:00,91.8729673885885,91.2991074053617,89.5886203935788,90.089447402186,81.2216656115079,78.5384997457829,70.4256748141936
2022-04-25 12:52:00,95.2411827500842,88.8475126216514,88.9652599607199,90.2627639393749,85.1050786885505,78.3309253531936,73.5456025245014
2022-04-25 12:54:00,92.592645086783,88.243601053224,90.4827426188288,90.1815305754526,83.7521771093196,78.8982785762767,74.2887335076687
2022-04-25 12:56:00,89.7992112379817,90.8867877542462,87.4341192962229,92.4987309041033,84.4414343920577,79.6311201193316,74.5057252641435
2022-04-25 12:58:00,91.7689918143877,90.1554868997824,90.026534224825,90.5115351985462,82.0174211670594,78.4439901707249,75.1071163263618
2022-04-25 13:00:00,89.5253984781679,92.1164968444648,93.2921151305756,92.3241363167967,86.326662322368,82.4985402055343,73.8619475713299
2022-04-25 13:02:00,90.7852189803346,93.4005779571671,90.5001475458665,91.9761048730339,89.8779081068547,83.0738966857791,70.2547408294482
2022-04-25 13:04:00,89.3852473993774,89.2919346051463,89.172607740604,92.9587852391201,87.0789789896759,78.6198577295622,72.8515115833035
2022-04-25 13:06:00,94.6999888927631,93.9876478169203,87.8311723148901,92.8525692556656,86.0748153946669,81.507370077792,71.4296245035738
2022-04-25 13:08:00,91.810100526828,95.8804702340751,87.5403135143998,87.2953891821668,83.2416350969258,76.7589306409699,73.2774491823788
2022-04-25 13:10:00,92.0629579992042,94.7215906059493,88.9568151142011,86.6943953783209,85.5122235888342,78.6385689179308,72.6591386792422
2022-04-25 13:12:00,94.8235842116162,92.4243371734513,89.1200514434213,91.0248253633378,84.8839953189467,79.4886147150842,71.0210214513546
2022-04-25 13:14:00,93.9838481910063,93.763618616272,85.9300547952165,85.7079015604922,89.2386292349536,80.8786277597368,73.8124190105052
2022-04-25 13:16:00,96.5836440435265,92.4611267877664,92.338492702453,87.428341701781,87.899829538704,74.3053335717045,71.6334829020741
2022-04-25 13:18:00,93.4004381894052,93.7677773318846,89.6592703183971,86.0765977494293,79.0908203058225,76.3734897534003,77.1150205095366
2022-04-25 13:20:00,91.8851241035677,93.5109002666753,87.9359599907718,84.938262266063,84.6173534599732,78.1381275152904,72.8404620887585
2022-04-25 13:22:00,94.7704094628425,89.6766577793855,87.1458469505317,88.2189053351318,84.6807543411475,77.9549271530556,76.7313789733922
2022-04-25 13:24:00,93.6488076082314,91.2495405457246,88.5442378746837,91.9244694197466,86.427421290916,76.9364623555444,75.8903141543053
2022-04-25 13:26:00,89.1921943623024,93.4919804953299,89.8939252032282,89.7792730376869,84.4875895952509,83.2139688057268,76.3522251502582
2022-04-25 13:28:00,91.0767117185883,93.7442814342051,96.356565615339,90.0963905865332,84.9034803984528,81.1017608827297,74.7697689220298
2022-04-25 13:30:00,88.4324728210401,88.4820504465711,93.0671317537495,92.3795690248557,85.4088879354215,81.064188171016,76.718416259119
2022-04-25 13:32:00,89.5268388517618,92.1668324058053,92.4196639764608,91.626221182405,85.8514479872944,82.7819588823097,78.9664270674123
2022-04-25 13:34:00,93.6135205399812,91.7003575723561,90.9160434525583,94.9742722952462,85.8772907653117,79.9355048400293,77.2867618126849
2022-04-25 13:36:00,93.9801121790321,89.0708385096503,94.0844311456146,92.2102782344416,84.1414010761462,84.1687730268832,74.1018771621587
2022-04-25 13:38:00,93.1078671299779,93.1848540153717,92.7946875176071,91.1771966061352,88.9684889256311,83.3837673772464,75.4613845411925
2022-04-25 13:40:00,91.4169072721329,93.8017638433167,95.0401385736494,92.9790963986738,86.0169429420749,82.4108776036611,77.7301210686869
2022-04-25 13:42:00,92.0525010411584,90.6327475493696,94.4226307859612,95.4008572534423,83.619435424799,80.4137818806583,77.2764588848349
2022-04-25 13:44:00,91.3440411402288,89.2084296725109,91.4580486387644,92.797804296013,83.7467383233775,82.8762348554861,74.0931572975095
2022-04-25 13:46:00,94.7520950200128,91.9600046005686,90.7056049773819,88.788480047884,89.4903824994775,86.1378774813937,73.624669675202
2022-04-25 13:48:00,96.7939577290847,93.1181714919476,93.7051961392532,92.3830760769936,87.3977257186398,85.0777000355679,79.7797007523376
2022-04-25 13:50:00,98.080710701693,93.7661465731007,93.6593703515297,92.2927351876003,89.0794088165371,80.8491440204771,77.3143057564859
2022-04-25 13:52:00,95.0555372514047,94.3088931483953,93.8828662717127,88.5207636652674,81.9256108550337,85.1793875080598,75.9626304530792
2022-04-25 13:54:00,94.9972220896038,91.5661962821498,94.9957956788403,90.4125777450119,91.6746002268713,80.7090916730207,81.0146050855395
2022-04-25 13:56:00,91.9702391579329,91.4853167590956,96.1794751644446,93.2185341439329,84.4529898661008,78.0670464014387,79.3359578480875
2022-04-25 13:58:00,95.0383560891621,89.7680370303002,95.2655864040291,93.4289770117353,87.5768205108122,83.6446824997395,78.2900215134768
2022-04-25 14:00:00,95.7347553376537,95.4922175814883,99.3208609534922,96.3238843399119,87.7385447585901,83.2865684399773,78.9464973620549
2022-04-25 14:02:00,97.7103590530251,96.3911943172434,97.4073040512687,92.1574786529268,93.1306757441039,84.9616111963034,78.109644422642
2022-04-25 14:04:00,93.0770831697551,93.268535253268,95.0235444875901,92.0282110791774,88.5030542150149,83.2515368719105,78.6304772027666
2022-04-25 14:06:00,95.6137696620869,93.641592919178,95.7701513802543,92.4679721752123,88.8901004286697,81.7385117658036,75.4372400687024
2022-04-25 14:08:00,98.0126916948681,90.8135385575021,99.0737972125375,89.2587173916025,84.388531986766,83.6566982222997,75.2251199178833
2022-04-25 14:10:00,99.6989459863704,97.5476043001171,97.2478033054426,90.7257762955349,88.7702414693089,86.8361885272786,77.2457717489637
2022-04-25 14:12:00,94.5519692442858,94.2051502829133,95.7581582061327,90.7337049682485,87.0309433765456,82.5209466151984,78.7446235605655
2022-04-25 14:14:00,99.3555360632867,98.069046861654,99.1188268735268,90.5894003296239,89.0917300052719,81.1973303436254,80.7048423510763
2022-04-25 14:16:00,96.5894698691014,94.4746316508679,95.9653928505181,95.9777521043498,87.1796257758922,79.8333928202236,77.2091814394225
2022-04-25 14:18:00,95.3250089032742,94.7341675835581,91.1611682999979,90.4362595573444,89.4206064630683,86.7420082177366,78.692839772102
2022-04-25 14:20:00,92.3485432572527,96.1938496681776,91.9219823846397,90.1710036436427,90.5387143988436,84.4149287895902,80.3940369531454
2022-04-25 14:22:00,100.35737183542,94.3737936448861,93.4299936519105,88.9318216731852,88.983596591926,83.436850674619,81.2782690660652
2022-04-25 14:24:00,96.9037841084299,97.8350585746173,96.4122276747535,92.3176151021429,90.2124577614659,83.853518762296,77.4575719918016
2022-04-25 14:26:00,94.9881388165515,91.0036185253089,96.103704039735,91.1422500787977,85.2299470678917,85.8523698971367,79.1357222192477
2022-04-25 14:28:00,93.1173826204521,98.6051435148422,98.1003367977954,90.1548145291966,87.3371966328152,84.0517808864439,77.5022033159176
2022-04-25 14:30:00,97.2109173582805,92.0155405765021,93.840872126643,87.5528970244688,90.2649681897782,83.8922175040501,75.0292037248895
2022-04-25 14:32:00,95.5562129655701,94.4764164878869,94.6737100123609,91.2289634273095,87.9595960425418,82.5185195544399,76.7597076848612
2022-04-25 14:34:00,94.6181992339689,92.8054193857446,90.4575761180621,90.5303315196198,87.7198186076796,86.3043754106521,73.3580610924478
2022-04-25 14:36:00,93.8463593649983,90.1192483731131,90.7478645975701,90.4535116060677,85.6861865668406,82.1284906200847,76.2539751543419
2022-04-25 14:38:00,98.5221912527601,91.6899869058067,88.5623932779941,89.9654191784281,84.2676533805815,83.3751441939539,79.6495620721034
2022-04-25 14:40:00,94.1383903574469,91.2376469497425,89.7161115249716,88.5458717980934,86.7240193928054,82.5949815379923,78.38724045221
2022-04-25 14:42:00,90.9879942161712,92.1110453352816,87.9525760028548,85.2168394061329,83.5988854924753,81.0213733385095,75.8447165502264
2022-04-25 14:44:00,91.1651663631024,87.779729646446,86.8399793055781,87.9024410682464,83.1696029758414,84.0693465607046,79.0215409610357
2022-04-25 14:46:00,91.2131345800705,92.4685218943997,90.6310288776865,85.6170142166378,86.552101932642,80.4830764427606,78.7169984134042
2022-04-25 14:48:00,91.6932104220141,88.0991492979497,88.0993626107301,84.651323152248,85.4252433858028,83.8869592144423,79.3496771052446
2022-04-25 14:50:00,89.4144045436939,90.4539121846284,86.5446928456206,87.6473554494361,81.7746825237248,82.3283370793966,75.3002401794061
2022-04-25 14:52:00,88.3314115525743,90.2632698303676,85.7889811985603,89.8919950018338,84.7936565249726,84.6060157504796,77.4207746812336
2022-04-25 14:54:00,88.4649024948455,88.5664212785352,90.4939734505819,89.5195731792444,84.7150760340252,81.5480846472859,72.0501945288462
2022-04-25 14:56:00,86.1589843232677,89.2526104426426,88.7461924762334,85.1626782092145,82.9106088061711,78.9309305032697,80.5326452930185
2022-04-25 14:58:00,91.1996737774193,88.0225333632342,87.9880733867434,84.0581463855636,84.5645225365653,80.014703448544,77.1520020832446
2022-04-25 15:00:00,88.9615344353251,90.4249781868545,89.0238195803302,83.6215356920571,82.718025006718,82.7423206153139,80.3339930141443
2022-04-25 15:02:00,88.7871345883211,85.6860145150347,89.6273740760271,86.4834511540218,86.2435632603094,82.6603812159788,73.3044341557135
2022-04-25 15:04:00,88.2852072160308,90.1457672941672,92.8079714914015,85.7466967225811,83.9647810005657,80.9701149664748,75.5118406712821
2022-04-25 15:06:00,87.2752155381054,89.2525447880989,92.3269589260004,89.0008150707228,86.2915931683992,82.6211700371209,76.4171797470964
2022-04-25 15:08:00,86.0137367350833,91.2238365745465,88.5668973191859,87.1905305225016,87.874574082351,80.1788946859505,76.6672397018761
2022-04-25 15:10:00,89.8688398272361,89.0470428406024,90.9022676160772,86.2284695201974,85.7704814764444,82.3238152047702,76.4667603953614
2022-04-25 15:12:00,89.1161022722426,90.7140959249818,85.8747616791845,87.4138382103306,81.5992628020604,79.9687966173235,73.9310703642961
2022-04-25 15:14:00,88.5125187715269,87.9880313450448,89.138338275617,89.3262743690151,85.3472774595451,75.9789524288793,76.9856061345091
2022-04-25 15:16:00,91.7820996453419,93.9260930385519,91.3952676167998,90.7041962101188,89.5245797109959,79.8876078616436,75.3058787577644
2022-04-25 15:18:00,94.9227126067815,91.9980081923602,91.7799834655969,91.5667162065068,87.2586558294885,82.8924822238924,76.3741043752167
2022-04-25 15:20:00,90.0058614237597,91.2792785993269,90.5349452319017,91.1786473821741,83.3430681184756,80.4764723543599,74.3214559860079
2022-04-25 15:22:00,89.6400683061071,92.0782546992953,91.1858539434553,88.0315095874929,84.8012382980686,83.6027611568011,74.5543259945079
2022-04-25 15:24:00,96.1033654151769,89.1907300002219,90.5417878543324,88.4586840683726,85.6705002158026,80.7862968289896,76.9196237806524
2022-04-25 15:26:00,94.5501537271671,92.013391028189,89.0384909266548,89.121972429865,85.4697380094043,84.2040590500523,78.0508189958224
2022-04-25 15:28:00,87.5171958327874,88.2381328636191,91.5742724554877,88.6276711699415,88.0328304387209,82.5003206227255,77.5477106883755
2022-04-25 15:30:00,90.8056151953373,92.9750843389944,90.9792688336364,90.9341821278987,87.2056771853898,84.990683707087,76.8331729150478
2022-04-25 15:32:00,88.6781645531315,89.340093733826,87.9342051413326,88.561551913528,82.5112216130008,83.4629827737595,74.8009115362382
2022-04-25 15:34:00,91.3901568447304,90.2786055628127,89.1323445502526,87.7510554807576,88.8264922283572,82.6656638607714,76.867780796958
2022-04-25 15:36:00,87.9457334167232,88.8012351481438,91.0413549831024,85.6431340785646,87.7347185696273,81.4917044936789,77.6662928502359
2022-04-25 15:38:00,90.2134742383216,88.0656533167905,92.7527885928645,86.1099108981762,88.0924378675975,82.3906197386854,78.807274224382
2022-04-25 15:40:00,90.6571154422058,89.851207629045,87.0866374643652,88.5009383568,84.387343715594,80.608849686173,79.4578785638693
2022-04-25 15:42:00,91.2799876283471,89.9895133256906,91.2260262273414,88.367840965444,88.6512418700763,80.570114919552,78.4750958409683
2022-04-25 15:44:00,90.3638507983915,88.5080929907908,88.630159839457,89.2331633995339,83.1095250419911,80.9786818705961,78.7211509885521
2022-04-25 15:46:00,91.2875245654881,89.7886746318897,91.1363118006402,87.5238022812674,85.589535084084,79.649498236558,78.6555631209681
2022-04-25 15:48:00,92.2447344270896,89.3961172501091,89.6337214114195,87.5104698268473,87.147346784659,82.3875093970628,76.6133064912965
2022-04-25 15:50:00,94.42852806989,90.5539562241844,89.2702919760997,88.4436129524641,83.4825838446548,82.2156898119237,78.2049290877205
2022-04-25 15:52:00,94.591575961594,91.4434052652882,89.5803229892907,89.7384092089492,85.6986340236729,79.6580113808576,78.3632461798344
2022-04-25 15:54:00,86.6131012487238,88.1880160093927,89.6318152614984,87.5407802597279,84.7974855937117,86.1107634244181,79.1624808071586
2022-04-25 15:56:00,90.9653954262159,91.4749504042269,87.2262082429804,91.7343239802149,88.5701529086461,82.9645575520107,76.3801645663163
2022-04-25 15:58:00,88.0880950336161,92.327972728753,91.3113342992357,87.3898618401091,86.9552971708366,82.7637623456517,73.5185059903585
2022-04-25 16:00:00,86.3337857463087,87.3377325337051,90.10023967271,91.2219631972475,84.9338845107744,82.3467557792982,81.006642614066
2022-04-25 16:02:00,91.970296095193,90.472927793656,88.211162352566,87.642629707199,84.337945217599,88.0751522749298,78.8638031028365
2022-04-25 16:04:00,89.4616436537904,87.2224004758037,90.8219417220012,87.8854290179918,87.8983513150915,82.5579038759297,77.4782561091236
2022-04-25 16:06:00,89.5769329219319,91.9469422219011,89.6835107265677,88.9836428898375,85.0200917131342,83.4848064895465,81.0417330237673
2022-04-25 16:08:00,88.287307260907,89.9913308166592,90.62941851589,89.8382337537354,89.3615676363052,86.8920675093079,80.0526945496917
2022-04-25 16:10:00,87.4224725634387,90.505904325637,93.325348497859,91.6308434262609,85.7325180541088,84.1809961700687,80.1611863314582
2022-04-25 16:12:00,92.0516008625942,88.3850246074897,91.2975188770838,90.1018125754734,87.281757678638,86.7442637921657,79.9533633202498
2022-04-25 16:14:00,89.5501594594445,92.1976357842853,90.9649511554754,87.4320809817505,87.3782678259144,82.4008013315709,82.9511187669603
2022-04-25 16:16:00,89.7844867294298,91.295912451864,91.1080820647811,87.5542013804483,86.2752875924229,83.2976259659323,78.1085978705238
2022-04-25 16:18:00,86.7036715753202,91.6779011764352,91.7242056352508,90.5091742946895,86.7902596684559,86.263357888543,80.6336800013393
2022-04-25 16:20:00,90.4292351156821,92.8448819294875,92.2412151850957,91.5995731523581,92.8395083439748,85.5864756453567,77.6072972852201
2022-04-25 16:22:00,90.4936885487843,91.8623199338506,89.1707247021261,90.2255436144902,85.8899932625929,83.5099115241598,77.5842142392429
2022-04-25 16:24:00,91.870192154291,89.3087837235987,90.926317615856,82.5530897651822,84.2337020357005,83.3310072587299,75.479117786011
2022-04-25 16:26:00,90.8698557363088,87.1080525847777,88.8425610690977,87.6327827936808,83.2239820130817,78.7035607084424,79.8851217723352
2022-04-25 16:28:00,90.6980955274796,86.5827866701075,90.000919145376,88.7507440560575,81.1594623678585,83.4183050295845,77.8097459372148
2022-04-25 16:30:00,94.4206836526204,88.6900720951093,92.9444053948152,87.6205044942895,87.0949482192045,83.5333740344053,78.8401310375487
2022-04-25 16:32:00,91.3381034613831,86.4002649899898,90.9440306806958,88.0305328600648,83.2321317114029,85.4463583646454,82.9288699875173
2022-04-25 16:34:00,88.9309516462808,89.0927761161033,86.2238383797423,87.8552640504752,89.6881979523918,83.5464282446432,76.5559025358793
2022-04-25 16:36:00,93.8626986788106,92.356580912812,89.8488231554847,88.6632859899863,87.4868069680063,86.5862560407288,76.7986459035933
2022-04-25 16:38:00,87.5645989865187,91.5653554639546,86.6214815224398,86.6807804844823,85.2804867997772,83.8311684768721,78.0026019734857
2022-04-25 16:40:00,89.7538928921778,88.9309498192364,89.4593261168253,88.5376325270158,84.0176144951855,81.9408717065376,75.4791081145549
2022-04-25 16:42:00,88.9414559271948,90.6830071632951,91.480510514248,86.0792742190968,83.5965591977047,81.4171333261947,80.8018125373153
2022-04-25 16:44:00,89.2328694964734,89.1690222928544,85.9283580780618,87.5718674163581,85.4773046364229,82.9780153463736,77.4693119121168
2022-04-25 16:46:00,87.1154682876233,90.0801771592607,91.4762081190558,87.0294180456122,84.7607538583996,80.5933614896768,76.2842194999864
2022-04-25 16:48:00,88.1118489405101,87.6624301558968,81.2734843301375,89.5397260039611,86.3297312892508,79.1259031254933,72.0838701931429
2022-04-25 16:50:00,90.2486502183761,88.3896504216877,83.7955645557494,86.9932027062453,83.8365231220723,84.3027694595935,78.9782023557027
2022-04-25 16:52:00,85.6411392085458,87.2155267023903,92.1274650881562,88.1594540426247,88.2178368240506,83.2577959619818,80.0607525219584
2022-04-25 16:54:00,89.4105707930996,90.1067669847266,87.0960131516719,86.5414063770667,87.0813316382276,85.7974318123184,76.6003825775465
2022-04-25 16:56:00,84.9786415101938,92.4808656320143,91.9529505647322,88.2131652244817,84.1237703083778,77.2749677212677,75.3149432307644
2022-04-25 16:58:00,86.6167563087863,88.1236781256405,94.0064010572752,87.02101425326,86.158522883707,84.4054494582659,80.0936496031739
2022-04-25 17:00:00,88.2485826697905,89.5296306788684,90.2619807679582,92.3418491679326,85.932128354999,85.6199925527835,83.3024001287116
2022-04-25 17:02:00,91.2439358156032,91.5016933041952,95.1813704025291,89.4737905510808,90.1634187911314,89.0439509166279,79.7790574101749
2022-04-25 17:04:00,87.9025949049769,91.5856498184822,91.6746135400497,90.6270884800224,84.8381275450288,84.0621323975035,80.7228164394571
2022-04-25 17:06:00,89.2492592715012,91.3374459194279,91.7879633265966,88.6663978797991,87.3286243758809,82.8982236862335,81.2424271157604
2022-04-25 17:08:00,91.5066229917997,89.7093778447963,91.8291855417956,90.4910287349937,85.1406723845939,84.0509336643938,79.5898652114629
2022-04-25 17:10:00,89.6070848156648,90.9380142526539,87.4896047886486,85.0328980294457,87.2270993895101,84.4451169422532,76.7925105090392
2022-04-25 17:12:00,87.4974694350518,90.622032273314,91.7252320710161,86.1168684201752,80.3099826990261,81.0115471605275,80.4939887754795
2022-04-25 17:14:00,87.769542174335,87.3031646360968,88.2800824767837,86.5954570616938,84.4148039733583,81.8328039230721,81.1884802169147
2022-04-25 17:16:00,89.5618041442285,89.8256014515957,92.7716974831151,85.523407416663,88.3813115145557,85.557029761876,78.8453881441766
2022-04-25 17:18:00,89.6726890711724,90.3313167780064,91.8388222077385,92.6385702977998,86.5666443161028,78.0288164022401,75.4912189030131
2022-04-25 17:20:00,88.3259922677185,86.3911065533803,88.0451804574186,84.9120966257684,86.4476594428384,83.332047862829,78.563682261062
2022-04-25 17:22:00,91.5386461857346,89.3865370860065,90.6571909273929,88.0855094342346,85.5629326426282,82.7614817459413,81.9551637515243
2022-04-25 17:24:00,87.476741642626,90.7010601815629,89.7085368611336,89.4197294076806,88.4813745557644,83.0671865047236,78.0521790241306
2022-04-25 17:26:00,88.045612620784,91.0671976607737,86.6673253035711,89.0220337225891,90.0423130612156,82.3573115289082,78.940679165338
2022-04-25 17:28:00,89.4701586832876,90.7252219009619,89.2673764738116,88.1819577972842,82.5027959155623,83.5299075369263,77.4059542675392
2022-04-25 17:30:00,87.605805211556,88.1604669953718,89.5069751275005,87.6140502716158,84.5598792792696,83.0079736251796,80.9517283437462
2022-04-25 17:32:00,87.7282685585802,92.0009960013939,87.7898756043955,86.7361699369515,82.7876626543067,82.726675971006,76.4524662917723
2022-04-25 17:34:00,90.0362923654423,92.1755588443828,90.5489762377963,81.59205013997,86.5035224135625,79.1315630530644,75.0628036686177
2022-04-25 17:36:00,90.60854877696,88.1025378731774,88.5097756023121,84.0803610263254,83.2406318712145,82.9968903511104,80.8218544373278
2022-04-25 17:38:00,90.6115466322043,89.3664830573001,88.3648764099671,88.3977347226314,86.8328179287627,83.1618019011118,78.7442105909166
2022-04-25 17:40:00,88.2167681414785,92.444788244301,89.8839750379543,87.6417317540281,87.6573220945022,83.2563488872922,78.5573818638855
2022-04-25 17:42:00,86.6546911921459,89.3580705928883,89.7660998583446,89.3602967882801,87.1144510955116,80.1434322979942,78.4915237930974
2022-04-25 17:44:00,89.9092149500832,88.794576232356,89.1362107576047,87.1146267542973,88.9933923343892,82.0271895922648,79.3815059187267
2022-04-25 17:46:00,86.2873994066235,88.7962332286763,88.8607850238419,86.4670765054825,85.3418754741869,83.4981121327485,77.4178266203517
2022-04-25 17:48:00,90.4158980493431,89.741423030739,88.8578419850858,85.5755011676996,84.7702578465062,79.2917902269233,79.1943433059972
2022-04-25 17:50:00,89.9164748047694,86.4476717994084,95.6011971353922,88.5531979167923,82.1365716762506,78.554748871959,76.3758772867444
2022-04-25 17:52:00,88.8213384716917,89.384141532729,90.4285566239565,89.0230992501406,82.8316575531441,79.1921358589154,80.3433547693855
2022-04-25 17:54:00,88.541331946491,88.4402816567661,92.1146543119706,87.8353614976987,84.7678092421371,80.8263619868328,77.2882948139919
2022-04-25 17:56:00,88.8681640436572,88.0029090515832,87.4564876803722,88.7342249067205,87.6496109477249,82.2931963507964,81.2674744540006
2022-04-25 17:58:00,89.491801573522,86.5583414285057,90.5597238485862,87.3958882651806,86.7922836968798,82.9922468924078,81.0958697816118
2022-04-25 18:00:00,87.8335853422341,89.7354864186194,89.5863935144473,86.4443025379987,84.7078059502188,81.2877059498367,81.2307553761882
2022-04-25 18:02:00,91.0226593580671,90.5130585406859,86.9647380995093,90.0910931578926,83.7032998027309,84.6008136111916,78.5854653931901
2022-04-25 18:04:00,87.5439631367277,90.8289641117158,89.8162272149097,89.101643598095,87.3822777521194,82.4950678239417,77.085432735861
2022-04-25 18:06:00,88.9455804518819,87.6704556836707,89.7609402222906,89.8041894881454,87.3602939839672,83.3582904837653,82.2622265209978
2022-04-25 18:08:00,90.2441656871059,92.410317379818,91.3189467735475,87.7577883022055,86.6908241077985,83.9544543666486,80.2329007320318
2022-04-25 18:10:00,86.9334217270903,89.956052276002,91.0036960636034,90.1117447725068,89.2464767067684,82.1760871557567,80.2153394590812
2022-04-25 18:12:00,89.5837721417854,94.3313587010762,89.7958683402601,87.2567401060988,84.648086791744,81.3672795853277,76.2552405146762
2022-04-25 18:14:00,88.4154272650413,85.7703641275217,88.353885768778,85.4289060018028,86.2390817892971,84.9343514154931,77.5411060652936
2022-04-25 18:16:00,89.881632672047,88.5277751805396,90.6375784997222,89.1602736759906,87.9544167630041,83.958717436867,77.6653219769414
2022-04-25 18:18:00,89.6131015235756,88.885323071954,90.9055076614844,86.4513445728996,83.7980678677954,81.5844973658313,78.3728868376016
2022-04-25 18:20:00,88.7735707012705,87.7801983199742,89.351621329006,89.5538024089904,86.1352194607124,80.9328366395392,77.9735219550266
2022-04-25 18:22:00,92.9262991561516,88.5976092717262,89.9763745583143,87.8619212506998,82.3841785497616,79.3360064109198,80.9492520503186
2022-04-25 18:24:00,89.3917582837548,91.8804758219042,87.0693752633641,86.8688007517105,80.2954219481061,80.6223974089839,77.2714121941614
2022-04-25 18:26:00,87.1949889929229,90.0613717332454,88.2080405568823,86.6216203187853,84.4960806039773,81.3105688541535,74.9980736722292
2022-04-25 18:28:00,84.6615675427707,90.2417261341074,92.5134290008639,87.0186992287602,83.9554937612195,81.0593650746683,81.8002746521956
2022-04-25 18:30:00,87.3851405698377,86.895223793151,93.2981287655121,86.4276677280066,86.2783409002062,80.2584538299606,77.5359996253444
2022-04-25 18:32:00,87.6551329451956,90.4140081916442,89.9514113948864,89.4754156249235,86.6706104375654,82.5467552178478,77.9365273793709
2022-04-25 18:34:00,84.9650833997239,88.9612854145742,90.616578490168,87.1865957953902,84.2023312489741,82.0748539394419,76.3834045694082
2022-04-25 18:36:00,86.5058932353512,89.8856519852736,92.1315888129347,88.1080876232578,84.3248089190049,77.6761790429486,76.6589140465499
2022-04-25 18:38:00,92.1058043471223,91.1273594427088,90.6734257639834,87.357043363052,86.2334231056979,84.2425723071034,77.6873018334819
2022-04-25 18:40:00,93.0500234368267,89.9612988493931,95.6666523012451,88.2299764724499,86.4967808803631,80.9074081265642,81.497127032809
2022-04-25 18:42:00,89.170434871814,91.577781806689,89.8284249093411,89.046414286565,87.9932311172331,83.3870272404494,77.3412778620438
2022-04-25 18:44:00,93.5430343156528,88.3159303271453,91.8220993743493,89.5864117741238,84.1746495799274,82.1526533764324,81.4752749606605
